Places_name	Places_type	Places_city	Places_reference	Budget	timing
Mystique Restaurant Lahore	Restaurant	Lahore	https://maps.app.goo.gl/FK5oqyQtWZPHK6D68	High	FullDay
Yum Chinese and Thai Restaurant	Restaurant	Lahore	https://maps.app.goo.gl/o3b3CFX9QwDdea8A6	High	MainMeals
Baranh	Restaurant	Lahore	https://maps.app.goo.gl/wJrXaCrSfwYKmwMQ8	High	FullDay
Lahore Gates Cafe	Restaurant	Lahore	https://maps.app.goo.gl/RTyPNqHXDEeKjM576	Moderate	FullDay
Gloria JeanÃ¢â‚¬â„¢s Coffees	Restaurant	Lahore	https://maps.app.goo.gl/RwqiJizboXdMnjS26	Moderate	Brunch
English Tea House	Restaurant	Lahore	https://maps.app.goo.gl/iAjuzmrCdSix59taA	High	FullDay
Peeru's CafÃ©	Restaurant	Lahore	https://maps.app.goo.gl/1mpJTPU3y6QJM1Z59	High	MainMeals
Mocca Coffee	Restaurant	Lahore	https://maps.app.goo.gl/wViJoP4dnvN9kzAi8	High	FullDay
Karak Khel	Restaurant	Lahore	https://maps.app.goo.gl/9fmCcA13nwFFyEmN8	Moderate	Meals
Pantry by Polo Lounge	Restaurant	Lahore	https://maps.app.goo.gl/K6TxSoaNvC2uygTE7	High	FullDay
Rinas Kitchenette	Restaurant	Lahore	https://maps.app.goo.gl/jDDfBeJTc3HNc5SN9	High	FullDay
Tenerife Cafe	Restaurant	Lahore	https://maps.app.goo.gl/HhL8rwBfRzZrGraz8	High	FullDay
Urban Kitchen	Restaurant	Lahore	https://maps.app.goo.gl/rsnrpiMu5tWuSqbR9	Moderate	FullDay
Coco Cubano	Restaurant	Lahore	https://maps.app.goo.gl/vVBTq94xSMPdA8Xi8	Moderate	FullDay
The Coffee Bean & Tea Leaf	Restaurant	Lahore	https://maps.app.goo.gl/79km5q1H4kyuoa3U7	Moderate	FullDay
Second Cup Coffee	Restaurant	Lahore	https://maps.app.goo.gl/rT4G2ushW3WJWREv8	Moderate	Breakfast
KFC	Restaurant	Lahore	https://maps.app.goo.gl/bS6RjbRDpHmHn4xTA	Moderate	MainMeals
New Arzoo Hotel	Restaurant	Lahore	https://www.google.com/maps/search/?api=1&query=New+Arzoo+Hotel+Ferozewala+Pakistan	Low	MainMeals
Sultan Foods	Restaurant	Lahore	https://www.google.com/maps/search/?api=1&query=Sultan+Foods+Ferozewala+Pakistan	Low	Dinner
Karachi Naseeb Biryani, Township Branch	Restaurant	Lahore	https://maps.app.goo.gl/4DCh15YUcmRLywsJ9	Low	MainMeals
Pearl Continental Hotel Lahore	Hotel	Lahore	https://maps.app.goo.gl/dG5CnER8Uthwy21D7	High	All-day
Avari Hotel Lahore	Hotel	Lahore	https://maps.app.goo.gl/fsHgyHEA9EMFL5gr9	High	All-day
The Nishat Hotel Johar Town	Hotel	Lahore	https://maps.app.goo.gl/tuJ1UTuZTQggRNZs7	High	All-day
Four Points by Sheraton Lahore	Hotel	Lahore	https://maps.app.goo.gl/1BpQZPyqz8ZRgRJ58	High	All-day
Avari Xpress Gulberg	Hotel	Lahore	https://maps.app.goo.gl/wYe8kRPB1yYzWzw67	High	All-day
Ramada by Wyndham Lahore Gulberg II	Hotel	Lahore	https://maps.app.goo.gl/7iNVZxVGCu2JveqCA	High	All-day
Best Western Premier Gulberg Lahore	Hotel	Lahore	https://maps.app.goo.gl/gjJS6G6RUnqGo6aY7	High	All-day
Rose Palace Hotel, Gulberg	Hotel	Lahore	https://maps.app.goo.gl/bzzyjGsE7isGDGxT7	Moderate	All-day
Indigo Heights Hotel & Suites	Hotel	Lahore	https://maps.app.goo.gl/opiVTxiY8zXs5rSe6	High	All-day
Hotel Grand Pakeeza	Hotel	Lahore	https://maps.app.goo.gl/VQXM2FK7ZYUoT9fB7	Moderate	All-day
Park Lane Hotel	Hotel	Lahore	https://maps.app.goo.gl/msTQgLfnzDSnVbMf6	High	All-day
Nine Tree Luxury Hotel & Suites	Hotel	Lahore	https://maps.app.goo.gl/iSvAYnVim5FPEydi6	High	All-day
FalettiÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s Grand MM Alam Road	Hotel	Lahore	https://maps.app.goo.gl/BG7Pb1PFLnXxUPjz8	High	All-day
The Fred Hotel	Hotel	Lahore	https://maps.app.goo.gl/T3Y4Qtfn9JEaFVqn9	High	All-day
Ambiance Boutique Art Hotel Lahore	Hotel	Lahore	https://maps.app.goo.gl/qHvpcuJgh1kNW1S46	High	All-day
Hotel One Gulberg, Lahore	Hotel	Lahore	https://maps.app.goo.gl/iSFrP2GaQSvnAwq26	High	All-day
HOTEL dGATES	Hotel	Lahore	https://maps.app.goo.gl/k246jp62WSzoowMQ7	High	All-day
MaryLeena Hotel Gulberg	Hotel	Lahore	https://maps.app.goo.gl/LMgGYJhtzmbzGfim6	Moderate	All-day
Rose Palace Hotel, Liberty	Hotel	Lahore	https://maps.app.goo.gl/tmsPTMJ5qTJyYEbK8	Moderate	All-day
Hotel Tulip Inn	Hotel	Lahore	https://maps.app.goo.gl/sLFRFWmWHztA6SZE9	Moderate	All-day
Hotel The Leschanze	Hotel	Lahore	https://maps.app.goo.gl/Vx9VaQvonKKWFM5k7	Low	All-day
Premier Inn Express Gulberg Lahore	Hotel	Lahore	https://maps.app.goo.gl/YeNbNi6z4GV1J2Ji7	Moderate	All-day
Luxus Grand Hotel	Hotel	Lahore	https://maps.app.goo.gl/AHNYPmHQx3HctAGc7	High	All-day
Royal Swiss Lahore	Hotel	Lahore	https://maps.app.goo.gl/DkDgJrkFGDaHHJb87	High	All-day
New Taj Palace Hotel	Hotel	Lahore	https://maps.app.goo.gl/A4F6odi3hGGvXKnj7	Low	All-day
Hotel One Tower Gulberg, Lahore	Hotel	Lahore	https://maps.app.goo.gl/MTi51uE4636CtAmi9	High	All-day
Go Guest House Lahore	Hotel	Lahore	https://maps.app.goo.gl/LHBXWV7LbJw6mNdx6	Moderate	All-day
Hilton Family Guest House	Hotel	Lahore	https://maps.app.goo.gl/8H7WUSUnmbmppSis9	Moderate	All-day
Celestial Gold	Hotel	Lahore	https://www.booking.com/hotel/pk/celestial-gold.en-gb.html?aid=356980&label=gog235jc-10CAsotQFCDmNlbGVzdGlhbC1nb2xkSDNYA2i1AYgBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCzJTMyQbAAgHSAiRkNDI4YjhjNi03MTEwLTQ0ZmEtYTYxYS02MDZiMTBhODM1MGXYAgHgAgE&sid=d096f2b3000da0b3e11eb1deac23a8db&dest_id=-2767043&dest_type=city&dist=0&group_adults=1&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=1&req_children=0&room1=A&sb_price_type=total&sr_order=popularity&srepoch=1764952683&srpvid=15c574e8f11d0513&type=total&ucfs=1&	Moderate	All-day
Hotel Royal One	Hotel	Lahore	https://maps.app.goo.gl/koCpYYY4vT9W8y5k9	Moderate	All-day
Royal Galaxy Guest House	Hotel	Lahore	https://maps.app.goo.gl/sFiZDYvyaWzKGuSf6	Low	All-day
R.M Residency	Hotel	Lahore	https://maps.app.goo.gl/6UDqikKzQBxDQvjR6	Low	All-day
TWA Guest House	Hotel	Lahore	https://maps.app.goo.gl/W5LsRCB7P8WetVH56	Moderate	All-day
Premier Inn Express Lahore	Hotel	Lahore	https://maps.app.goo.gl/b9g3W2sh9D2SzWDe6	Moderate	All-day
Royaute Luxury Suites & Hotel	Hotel	Lahore	https://maps.app.goo.gl/DaxsQFdvhJcAS45e9	High	All-day
Bahria Grand Hotel & Resort (Guesthouse Wing)	Hotel	Lahore	https://maps.app.goo.gl/cCMpom5xdbuejvU28	High	All-day
Safa Hotel (Guesthouse Section)	Hotel	Lahore	https://maps.app.goo.gl/cAegQsaWuSbQxqZY6	Moderate	All-day
Darul Khair	Hotel	Lahore	https://www.booking.com/hotel/pk/darul-khair.en-gb.html?aid=311984&label=darul-khair-7uDk51T8vze00tbeKsj8MQS626034235432%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-822499233730%3Alp9199147%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YXORK0YJiVoOxcWODxYDaAA&sid=d096f2b3000da0b3e11eb1deac23a8db&dest_id=-2767043&dest_type=city&dist=0&group_adults=1&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=1&req_children=0&room1=A&sb_price_type=total&sr_order=popularity&srepoch=1764952759&srpvid=d596751710db0279&type=total&ucfs=1&	Low	All-day
Safari Hotel Upper Mall (Guesthouse)	Hotel	Lahore	https://maps.app.goo.gl/8xwf4ZPhoG7zug1r7	High	All-day
Shelton Boulevard Hotel Lahore (Guesthouse)	Hotel	Lahore	https://maps.app.goo.gl/XR2b84TXWzWv5hJQ7	Moderate	All-day
Green Land Hotel Lahore (Guesthouse)	Hotel	Lahore	https://maps.app.goo.gl/oDUG7epRTky9mtyV6	Moderate	All-day
Lahore Guest House	Hotel	Lahore	https://maps.app.goo.gl/pdF3QS83PLPBsyFQ7	Moderate	All-day
Safari Hotel Jail Road, Lahore	Hotel	Lahore	https://maps.app.goo.gl/Q5cqcwpoUePiFGC87	Moderate	All-day
Sindbad Wonderland	Amusement Park	Faisalabad	https://maps.app.goo.gl/ruGNNdZTp9RFAz9V6	Moderate	Evening
Fun Dunya Faisalabad	Amusement Park	Faisalabad	https://maps.app.goo.gl/KdPfHKbCSPSmo82H8	Low	Evening
D Ground Park	Recreational / Park	Faisalabad	https://maps.app.goo.gl/Pz8zcwT19Wd23x9S9	Low	Morning
Lyallpur Museum Faisalabad	Museum / Historical	Faisalabad	https://maps.app.goo.gl/ruqe7f1FCJEk6ov9A	Low	Afternoon
Jinnah Gardens	Recreational / Garden	Faisalabad	https://maps.app.goo.gl/w4cVnBoCGQf8V9Y56	Low	Night
Gutwala Park Faisalabad	Recreational / Park	Faisalabad	https://maps.app.goo.gl/iqYL8LRAirbe8at59	Low	Afternoon
Deccan Park	Recreational / Park	Faisalabad	https://maps.app.goo.gl/HZn9dsqTmQWythJM9	Low	All-day
Kashmir Park	Recreational / Park	Faisalabad	https://maps.app.goo.gl/hnE6bc2XTbvB3PdT9	Low	All-day
UAF Clock Tower	Landmark / Clock Tower	Faisalabad	https://maps.app.goo.gl/7CFyRCWiugg2hBcu9	Low	Morning
Kohinoor Plaza I	landmark / Clock Tower	Faisalabad	https://maps.app.goo.gl/hknT1DSP9xErCouJ8	Low	All-day
The Grand Central Mall	Commercial / Mall	Faisalabad	https://maps.app.goo.gl/CgfzPj5ycSHiYz9L7	Low	Afternoon
Dua Shopping Mall	Commercial / Mall	Faisalabad	https://maps.app.goo.gl/aKe3mFCmfy8eSSpS6	Low	Evening
Star Shopping Plaza	Commercial / Plaza	Faisalabad	https://maps.app.goo.gl/8u9uXsTGWWpsTB7k9	Low	Afternoon
Clock Tower Faisalabad	Historical / Landmark	Faisalabad	https://maps.app.goo.gl/X87uJsuDfQSQnZa27	Low	Afternoon
Nusrat Fateh Ali Khan Auditorium	Cultural / Auditorium	Faisalabad	https://maps.app.goo.gl/5gbnFRF2KbdESnTy5	Low	Afternoon
Mister Snooker Lounge & Bar	Entertainment / Lounge	Faisalabad	https://maps.app.goo.gl/cWER963jDGY6yvdX7	Low	All-day
(The Chenab Club (G	Recreational / Club	Faisalabad	https://maps.app.goo.gl/Xz4LMZkE5oQwvMFQ6	Low	All-day
De Grill House	Restaurant	Faisalabad	https://www.google.com/maps/search/?api=1&query=De+Grill+House+Hassan+Commercial+Market+Canal+Road+Faisalabad+Pakistan	Low	MainMeals
Pak Verowall	Restaurant	Faisalabad	https://www.google.com/maps/search/?api=1&query=Pak+Verowall+East+Canal+Road+on+Service+Road+Near+Lyallpur+Galeria+Faisalabad+Pakistan	Moderate	FullDay 
KFC Lyallpur Galleria	Restaurant	Faisalabad	https://www.google.com/maps/search/?api=1&query=KFC+Lyallpur+Galleria+food+court+Canal+road+Faisalabad+Pakistan	Moderate	MainMeals 
KFC Misaq Mall	Restaurant	Faisalabad	https://www.google.com/maps/search/?api=1&query=KFC+Misaq+Mall+Ground+Floor+Sheikhupura+road+Faisalabad+Pakistan	Moderate	MainMeals 
KFC Civil Lines	Restaurant	Faisalabad	https://www.google.com/maps/search/?api=1&query=KFC+18%2FA+Bilal+Rd+Civil+Lines+Faisalabad+Pakistan	Moderate	MainMeals 
KFC D Ground	Restaurant	Faisalabad	https://www.google.com/maps/search/?api=1&query=KFC+D+ground+block+D+people%27s+colony+no+1+faisalabad+punjab+Faisalabad+Pakistan	Moderate	MainMeals 
Sariyas Sip N Bite	Restaurant	Faisalabad	google.com/maps/place/Sariya%27s+Sip+n+Bite/data=!4m7!3m6!1s0x3922698497882cef:0xd9a7d3c792e6f8a3!8m2!3d31.4522632!4d73.1134766!16s%2Fg%2F11q968855t!19sChIJ7yyIl4RpIjkRo_jmksfTp9k?authuser=0&hl=en&rclk=1	Moderate	MainMeals
Marhaba Mahal	Restaurant	Faisalabad	https://www.google.com/maps/search/?api=1&query=Marhaba+Mahal+204+RB+East+W+Canal+Rd+next+to+Babu+Petroleum+Jahan+E+Andalus+Faisalabad+Pakistan	Low	FullDay 
Portobello	Restaurant	Faisalabad	https://www.google.com/maps/search/?api=1&query=Portobello+Shop+No.68-73+Do+Burj+Plaza+Kohinoor+City+Rd+Kohinoor+City+Faisalabad+Pakistan	High	MainMeals 
Sariyas	Restaurant	Faisalabad	https://www.google.com/maps/place/Sariya%27s+Sip+%26+Bite+deep+routed/data=!4m7!3m6!1s0x392243e8616ca947:0x95a923148b7b5a7a!8m2!3d31.4600611!4d73.0829068!16s%2Fg%2F11sj9yldzw!19sChIJR6lsYehDIjkRelp7ixQjqZU?authuser=0&hl=en&rclk=1	Low	MainMeals 
Salt'n Pepper	Restaurant	Faisalabad	https://www.google.com/maps/search/?api=1&query=Salt%E2%80%99n+Pepper+Kohinoor+city+road+Kohinoor+city+Faisalabad+Pakistan	High	MainMeals 
Nando's	Restaurant	Faisalabad	https://www.google.com/maps/search/?api=1&query=Nando%27s+Plot+No.+6+Mall+2+Kohinoor+City+Faisalabad+Pakistan	High	MainMeals 
Latte et e	Restaurant	Faisalabad	https://www.google.com/maps/search/?api=1&query=Latte+et+e+P-6+Mall+2+Mezzanine+Floor+Kohinoor+1+Faisalabad+Pakistan	Moderate	FullDay
Gloria Jean's	Restaurant	Faisalabad	https://www.google.com/maps/search/?api=1&query=Gloria+Jean%E2%80%99s+Kohinoor+City+Main+Jaranwala+Road+Faisalabad+Pakistan	High	Brunch 
Main Street Cafe	Restaurant	Faisalabad	https://www.google.com/maps/search/?api=1&query=Main+Street+Cafe+Main+Street+Kohinoor+City+Faisalabad+Pakistan	Moderate	FullDay
Coffee Planet	Restaurant	Faisalabad	https://www.google.com/maps/search/?api=1&query=Coffee+Planet+Faisalabad+Pakistan	Moderate	Brunch
Nadeem Cafe	Restaurant	Faisalabad	https://www.google.com/maps/search/?api=1&query=Nadeem+Cafe+Satayana+Rd+Faisalabad+Pakistan	Low	FullDay
Khayyam - The Food Court	Restaurant	Faisalabad	https://www.google.com/maps/search/?api=1&query=Khayyam+The+Food+Court+Iqbal+Stadium+Faisalabad+Pakistan	High	FullDay
The Dynasty Restaurant & Banquets	Restaurant	Faisalabad	https://www.google.com/maps/search/?api=1&query=The+Dynasty+Restaurant+%26+Banquets+2-A+Peoples+Colony+Faisalabad+Pakistan	High	MainMeals
Quilim Restaurant	Restaurant	Faisalabad	https://www.google.com/maps/search/?api=1&query=Quilim+Restaurant+Peoples+Colony+Faisalabad+Pakistan	High	MainMeals
Stone Ove Pizza Valley	Restaurant	Faisalabad	https://www.google.com/maps/search/?api=1&query=Stone+Ove+Pizza+Valley+Gulberg+Road+Block+B+Faisalabad+Pakistan	Low	MainMeals
Forks n knives Pizza Kitchen	Restaurant	Faisalabad	https://maps.app.goo.gl/dJyNrWMwebvccYUDA	Low	MainMeals
Rawayat Restaurant	Restaurant	Faisalabad	https://www.google.com/maps/search/?api=1&query=Rawayat+Restaurant+D+Ground+Faisalabad+Pakistan	Moderate	MainMeals
Stone Ove Pizza Valley Canal Road	Restaurant	Faisalabad	https://www.google.com/maps/search/?api=1&query=Stone+Ove+Pizza+Valley+Canal+Road+Faisalabad+Pakistan	Low	FullDay
Mr.Wingg'z	Restaurant	Faisalabad	https://www.google.com/maps/search/?api=1&query=Mr.Wingg%E2%80%99z+Kohinoor+City+Faisalabad+Pakistan	Low	MainMeals
Butt Karahi	Restaurant	Faisalabad	https://www.google.com/maps/search/?api=1&query=Butt+Karahi+Madina+Town+Faisalabad+Pakistan	High	MainMeals
Whites Castle Pizza	Restaurant	Faisalabad	https://www.google.com/maps/place/Whites+Castle+Pizza+Satayana+Road/data=!4m7!3m6!1s0x392267e1a928ce9f:0x4a2aa50f98e51e9!8m2!3d31.399724!4d73.1075698!16s%2Fg%2F11gb40911_!19sChIJn84oqeFnIjkR6VGO-VCqogQ?authuser=0&hl=en&rclk=1	Low	MainMeals
Khyber Shinwari	Restaurant	Faisalabad	https://www.google.com/maps/search/?api=1&query=Khyber+Shinwari+Main+Susan+Road+Officer+Colony+Faisalabad+Pakistan	Moderate	MainMeals
Apple Nine	Restaurant	Faisalabad	https://www.google.com/maps/place/Apple+Nine/data=!4m7!3m6!1s0x3922680bc00001d1:0x4c08d6c8bcdae8c1!8m2!3d31.4149728!4d73.061454!16s%2Fg%2F1z3t9mjgj!19sChIJ0QEAwAtoIjkRwejavMjWCEw?authuser=0&hl=en&rclk=1	Moderate	MainMeals
McDonald's Lyallpur Galleria	Restaurant	Faisalabad	https://www.google.com/maps/search/?api=1&query=McDonald%E2%80%99s+Lyallpur+Galleria+Canal+Road+Faisalabad+Pakistan	Moderate	FullDay
Baba Tikka	Restaurant	Faisalabad	https://www.google.com/maps/search/?api=1&query=Baba+Tikka+Canal+Road+Faisalabad+Pakistan	Moderate	MainMeals
Bukhara by Legacy	Restaurant	Faisalabad	https://www.google.com/maps/search/?api=1&query=Bukhara+by+Legacy+Lower+Ground+Floor+Legacy+Tower+Kohinoor+Faisalabad+Pakistan	Moderate	MainMeals
ZamZam Restaurant	Restaurant	Faisalabad	https://www.google.com/maps/place/Zam+Zam+Restaurant+Desi+%26+Continental+Cuisine/data=!4m7!3m6!1s0x3922691d1bcb34bf:0x6d44f898dc90d2cc!8m2!3d31.4127393!4d73.1162681!16s%2Fg%2F11m5kc4fyr!19sChIJvzTLGx1pIjkRzNKQ3Jj4RG0?authuser=0&hl=en&rclk=1	Moderate	MainMeals
Cafe Eleganza	Restaurant	Faisalabad	https://www.google.com/maps/search/?api=1&query=Cafe+Eleganza+Green+Avenue+Canal+Road+Faisalabad+Pakistan	Low	MainMeals
Almadni shawarma & B.B.Q	Restaurant	Faisalabad	https://www.google.com/maps/place/Almadni+shawarma+%26+B.B.Q/@31.3915846,73.0721646,46a,51.3y/data=!3m8!1e2!3m6!1sAF1QipNOQfk9URN35jt7jRFGjvLb_xV2RrMDj96MJEr_!2e10!3e12!6shttps:%2F%2Flh3.googleusercontent.com%2Fp%2FAF1QipNOQfk9URN35jt7jRFGjvLb_xV2RrMDj96MJEr_%3Dw137-h195-k-no!7i1077!8i1528!4m7!3m6!1s0x39225da82ee00cf3:0xc01749cef52a3f60!8m2!3d31.3916199!4d73.0721206!10e9!16s%2Fg%2F11n7z660r6?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D	Low	Dinner
Chunk N Cheese	Restaurant	Faisalabad	https://www.google.com/maps/search/?api=1&query=Chunk+N+Cheese+Civil+lines+Faisalabad+Pakistan	Low	MainMeals
Habbits Cafe	Restaurant	Faisalabad	https://www.google.com/maps/search/?api=1&query=Habbits+Cafe+Faisalabad+Pakistan	Moderate	Brunch
Mr Chai	Restaurant	Faisalabad	https://www.google.com/maps/search/?api=1&query=Mr+Chai+Faisalabad+Pakistan	Low	Dinner
Avari Xpress Faisalabad	Hotel	Faisalabad	https://www.google.com/maps/search/?api=1&query=Avari+Xpress+Faisalabad+Faisalabad	High	All-day
Faisalabad Serena Hotel	Hotel	Faisalabad	https://www.google.com/maps/search/?api=1&query=Faisalabad+Serena+Hotel+Faisalabad	High	All-day
Titanic Resort Faisalabad	Hotel	Faisalabad	https://www.google.com/maps/search/?api=1&query=Titanic+Resort+Faisalabad+Faisalabad	Moderate	All-day
Best Western Faisalabad	Hotel	Faisalabad	google.com/maps/place/Best+Western+Hotel+Faisalabad/@31.4633077,73.0813548,17z/data=!3m1!4b1!4m10!3m9!1s0x3922682af3eccf8f:0x457b6a2d3e1255c5!5m3!1s2025-12-16!4m1!1i2!8m2!3d31.4633077!4d73.0813548!16s%2Fg%2F11ry5c9x3n?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D	High	All-day
Hotel One Faisalabad	Hotel	Faisalabad	https://www.google.com/maps/search/?api=1&query=Hotel+One+Faisalabad+Faisalabad	High	All-day
Circle Club Faisalabad	Hotel	Faisalabad	https://www.google.com/maps/search/?api=1&query=Circle+Club+Faisalabad+Faisalabad	High	All-day
Grand Regent Hotel & Suites	Hotel	Faisalabad	https://www.google.com/maps/search/?api=1&query=Grand+Regent+Hotel+%26+Suites+Faisalabad	High	All-day
Vintage Luxury Hotel	Hotel	Faisalabad	https://www.google.com/maps/search/?api=1&query=Vintage+Luxury+Hotel+Faisalabad	High	All-day
West Inn Hotel Faisalabad	Hotel	Faisalabad	https://www.google.com/maps/search/?api=1&query=West+Inn+Hotel+Faisalabad+Faisalabad	High	All-day
Hotel Gate Way	Hotel	Faisalabad	https://www.google.com/maps/search/?api=1&query=Hotel+Gate+Way+Faisalabad	Moderate	All-day
Prime View Hotel	Hotel	Faisalabad	https://www.google.com/maps/search/?api=1&query=Prime+View+Hotel+Faisalabad	Moderate	All-day
Silk Hotel	Hotel	Faisalabad	https://www.google.com/maps/search/?api=1&query=Silk+Hotel+Faisalabad	Moderate	All-day
Sandal Bar Hotel	Hotel	Faisalabad	https://www.google.com/maps/search/?api=1&query=Sandal+Bar+Hotel+Faisalabad	Moderate	All-day
Grace Hotel and Restaurant	Hotel	Faisalabad	https://www.google.com/maps/search/?api=1&query=Grace+Hotel+and+Restaurant+Faisalabad	Moderate	All-day
Prime Hotel Faisalabad	Hotel	Faisalabad	https://www.google.com/maps/search/?api=1&query=Prime+Hotel+Faisalabad+Faisalabad	Moderate	All-day
Moon Hotel	Hotel	Faisalabad	https://www.google.com/maps/search/?api=1&query=Moon+Hotel+Faisalabad	High	All-day
Al Noor Hotel Faisalabad	Hotel	Faisalabad	https://www.google.com/maps/search/?api=1&query=Al+Noor+Hotel+Faisalabad+Faisalabad	High	All-day
Bhurhan Center Hotel	Hotel	Faisalabad	https://www.google.com/maps/search/?api=1&query=Bhurhan+Center+Hotel+Faisalabad	High	All-day
Royalton Hotel Faisalabad	Hotel	Faisalabad	https://www.google.com/maps/search/?api=1&query=Royalton+Hotel+Faisalabad+Faisalabad	High	All-day
Usmania Restaurant And Civic Hotel	Hotel	Faisalabad	https://www.google.com/maps/search/?api=1&query=Usmania+Restaurant+And+Civic+Hotel+Faisalabad	Moderate	All-day
Fine Star Hotel	Hotel	Faisalabad	https://www.google.com/maps/place/Fine+Star+Hotel/@31.4250199,73.1224573,17z/data=!3m1!4b1!4m10!3m9!1s0x3922685d447659ef:0xfa76c315fcc8a13!5m3!1s2025-12-16!4m1!1i2!8m2!3d31.4250199!4d73.1224573!16s%2Fg%2F11qbkm4lmk?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D	Moderate	All-day
Prince Hotel	Hotel	Faisalabad	https://www.google.com/maps/search/?api=1&query=Prince+Hotel+Faisalabad	Moderate	All-day
Khayyam Hotel	Hotel	Faisalabad	https://www.google.com/maps/place/Khayyam+Hotel/data=!4m11!3m10!1s0x3922427c49ff8fb1:0x7978d5e9682c4cf!5m3!1s2025-12-16!4m1!1i2!8m2!3d31.4462373!4d73.0803024!16s%2Fg%2F11f4wth1j3!19sChIJsY__SXxCIjkRz8SCll6Nlwc?authuser=0&hl=en&rclk=1	Moderate	All-day
Oxygym Hotel Faisalabad	Hotel	Faisalabad	https://www.google.com/maps/search/?api=1&query=Oxygym+Hotel+Faisalabad+Faisalabad	High	All-day
Lords Inn Hotel	Hotel	Faisalabad	https://www.google.com/maps/search/?api=1&query=Lords+Inn+Hotel+Faisalabad	Moderate	All-day
Gulistan Inn	Hotel	Faisalabad	https://www.google.com/maps/place/Hotel+Gulistan+Inn/@31.4436558,73.099794,17z/data=!4m10!3m9!1s0x3922690056d69fdb:0x80024533fd2f93f!5m3!1s2025-12-16!4m1!1i2!8m2!3d31.4436558!4d73.099794!16s%2Fg%2F11x6h266dz?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D	Moderate	All-day
Citi Hotel & Community Club	Hotel	Faisalabad	https://www.google.com/maps/search/?api=1&query=Citi+Hotel+%26+Community+Club+Faisalabad	Moderate	All-day
Jinnah Park	Recreational / Park	Rawalpindi	https://maps.app.goo.gl/1SBhBJiphpu3N7xu8	Low	All-day
Roomi Park	Recreational / Park	Rawalpindi	https://maps.app.goo.gl/HvxzBPv2PBYXwib58	Low	All-day
Allama Iqbal Park	Recreational / Park	Rawalpindi	https://maps.app.goo.gl/ZoP3GppyT8Na7SSr7	Low	Evening
GOM Aviary	Wildlife / Aviary	Rawalpindi	https://maps.app.goo.gl/e6r4iGGPVbPh6L2c6	Low	All-day
Chinar Park	Recreational / Park	Rawalpindi	https://maps.app.goo.gl/gELJaB1ZyeHhi4bb7	Low	All-day
Old Bhagwan Shiv Temple	Religious / Hindu Temple (Historical)	Rawalpindi	https://maps.app.goo.gl/RZFDRU9n7z6QF4UY6	Low	All-day
Liaquat Bagh Park	Historical / Park	Rawalpindi	https://maps.app.goo.gl/HcBLW1w8VGiB4HUj9	Low	All-day
Bahria Town Zoo	Wildlife / Zoo	Rawalpindi	https://maps.app.goo.gl/gb28CHCsMYdhzjqX6	Moderate	All-day
Ibn Battuta Amusement Centre	Amusement / Indoor Park	Rawalpindi	https://maps.app.goo.gl/Sab9yYkgh2F7986Y7	Moderate	Night
Former Shivala Hindu Temple	Religious / Hindu Temple (Historical)	Rawalpindi	https://maps.app.goo.gl/Y9RmUeV7PawGwUaL6	Low	Evening
Ayub National Park	Recreational / National Park	Rawalpindi	https://maps.app.goo.gl/HRVWXJz6hWAntdVE8	Low	Afternoon
Statue of Liberty	Monument / Replica	Rawalpindi	https://maps.app.goo.gl/ZHfCmJyRSxvMEz6D7	Low	All-day
Morgah Biodiversity Park	Nature / Biodiversity Park	Rawalpindi	https://maps.app.goo.gl/vU3mNBX6aRHQWTTd8	Low	Afternoon
Kids Drive Zone Jinnah Park	Amusement / Kids Zone	Rawalpindi	https://maps.app.goo.gl/epteKNwXQgHEAUkB7	Low	Evening
Army Museum	Historical / Military Museum	Rawalpindi	https://maps.app.goo.gl/iuM6t7qtmrDNyMHd6	Low	Morning
Spogmay Lake	Natural / Lake	Rawalpindi	https://maps.app.goo.gl/8kaXfwjgJy3ZDr9r7	Low	Afternoon
Joyland	Amusement Park	Rawalpindi	https://maps.app.goo.gl/WHi4vKJsJYCDfvoo9	Low	Night
Old Krishna Temple	Religious / Hindu Temple (Historical)	Rawalpindi	https://maps.app.goo.gl/fp7sVP7yzCp6z8s27	Low	Morning
WONDERLAND RAWALPINDI	Amusement Park	Rawalpindi	https://maps.app.goo.gl/zkZvAkjtersWZfCm6	Moderate	All-day
